event_id,service_area_id,district,action_id,action_name,action_group,event_date,prior_complaint_rate,prior_peak_ratio,accepted_flag,satisfaction_rating
EV000742,SA03065,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-06-03,3,1.05,0,4
EV000743,SA03065,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-08,3,1.05,0,
EV000744,SA03065,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-09,3,1.05,0,
EV000745,SA03066,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-20,1.6,1.05,0,
EV000746,SA03066,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-06-03,1.6,1.05,0,4
EV000747,SA03066,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-01-16,1.6,1.05,1,
EV000748,SA03066,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-01-14,1.6,1.05,0,
EV000749,SA03066,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-30,1.6,1.05,0,3
EV000750,SA03067,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-06-09,2,1.52,0,
EV000751,SA03067,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-01-18,2,1.52,0,
EV000752,SA03067,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-03,2,1.52,0,
EV000753,SA03067,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-27,2,1.52,0,
EV000754,SA03067,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-27,2,1.52,0,3
EV000755,SA03067,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-20,2,1.52,1,
EV000756,SA03068,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-02-17,2.6,1.24,1,
EV000757,SA03068,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-02-28,2.6,1.24,0,
EV000758,SA03068,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-02-09,2.6,1.24,0,
EV000759,SA03068,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-07,2.6,1.24,0,
EV000760,SA03068,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-02-09,2.6,1.24,0,
EV000761,SA03068,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-22,2.6,1.24,1,
EV000762,SA03069,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-07,2.9,1.05,0,
EV000763,SA03069,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-22,2.9,1.05,1,4
EV000764,SA03069,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-21,2.9,1.05,0,
EV000765,SA03069,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-13,2.9,1.05,0,
EV000766,SA03070,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-06-06,2.8,1.5,1,
EV000767,SA04001,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-13,2.1,1.99,0,
EV000768,SA04001,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-02-26,2.1,1.99,0,
EV000769,SA04001,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-26,2.1,1.99,1,
EV000770,SA04002,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-19,5.1,1.6,0,3
EV000771,SA04002,Din Daeng,A003,Offer smart meter education,Customer Service,2025-02-24,5.1,1.6,0,
EV000772,SA04002,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-05-17,5.1,1.6,1,
EV000773,SA04002,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-17,5.1,1.6,0,4
EV000774,SA04002,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-20,5.1,1.6,0,
EV000775,SA04002,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-02-20,5.1,1.6,0,
EV000776,SA04002,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-17,5.1,1.6,0,
EV000777,SA04002,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-03-31,5.1,1.6,0,3
EV000778,SA04003,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-29,4,1.33,0,
EV000779,SA04003,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-05-16,4,1.33,0,
EV000780,SA04003,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-15,4,1.33,0,4
EV000781,SA04003,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-04-26,4,1.33,0,4
EV000782,SA04003,Din Daeng,A003,Offer smart meter education,Customer Service,2025-04-03,4,1.33,0,4
EV000783,SA04004,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-06,5.4,1.05,1,
EV000784,SA04004,Din Daeng,A001,Send peak alert,Demand Response,2025-02-27,5.4,1.05,1,
EV000785,SA04004,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-22,5.4,1.05,0,
EV000786,SA04004,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-08,5.4,1.05,1,
EV000787,SA04004,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-20,5.4,1.05,0,
EV000788,SA04004,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-06-05,5.4,1.05,0,
EV000789,SA04005,Din Daeng,A001,Send peak alert,Demand Response,2025-02-08,4.4,1.71,0,
EV000790,SA04005,Din Daeng,A001,Send peak alert,Demand Response,2025-05-31,4.4,1.71,0,5
EV000791,SA04005,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-07,4.4,1.71,0,
EV000792,SA04006,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-24,5.3,1.08,1,
EV000793,SA04006,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-04-14,5.3,1.08,0,
EV000794,SA04006,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-18,5.3,1.08,0,
EV000795,SA04006,Din Daeng,A001,Send peak alert,Demand Response,2025-04-23,5.3,1.08,0,
EV000796,SA04006,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-16,5.3,1.08,0,
EV000797,SA04006,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-03-23,5.3,1.08,0,3
EV000798,SA04007,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-30,2.1,1.86,0,
EV000799,SA04007,Din Daeng,A001,Send peak alert,Demand Response,2025-02-25,2.1,1.86,0,
EV000800,SA04007,Din Daeng,A003,Offer smart meter education,Customer Service,2025-02-25,2.1,1.86,0,
EV000801,SA04007,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-23,2.1,1.86,0,
EV000802,SA04007,Din Daeng,A005,Billing explanation callback,Billing Service,2025-03-18,2.1,1.86,0,
EV000803,SA04008,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-02-08,3.2,1.64,0,
EV000804,SA04008,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-28,3.2,1.64,1,
EV000805,SA04009,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-19,5.7,1.51,0,
EV000806,SA04009,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-01-19,5.7,1.51,1,
EV000807,SA04009,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-12,5.7,1.51,1,5
EV000808,SA04010,Din Daeng,A001,Send peak alert,Demand Response,2025-04-25,1.5,1.58,0,
EV000809,SA04010,Din Daeng,A001,Send peak alert,Demand Response,2025-03-05,1.5,1.58,1,
EV000810,SA04010,Din Daeng,A003,Offer smart meter education,Customer Service,2025-05-08,1.5,1.58,0,
EV000811,SA04010,Din Daeng,A005,Billing explanation callback,Billing Service,2025-03-02,1.5,1.58,0,
EV000812,SA04010,Din Daeng,A005,Billing explanation callback,Billing Service,2025-05-17,1.5,1.58,0,
EV000813,SA04010,Din Daeng,A003,Offer smart meter education,Customer Service,2025-04-13,1.5,1.58,0,
EV000814,SA04010,Din Daeng,A001,Send peak alert,Demand Response,2025-03-18,1.5,1.58,0,5
EV000815,SA04011,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-02-17,3.7,1.61,0,
EV000816,SA04011,Din Daeng,A001,Send peak alert,Demand Response,2025-02-04,3.7,1.61,0,
EV000817,SA04011,Din Daeng,A005,Billing explanation callback,Billing Service,2025-06-01,3.7,1.61,1,
EV000818,SA04011,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-26,3.7,1.61,0,
EV000819,SA04011,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-04-11,3.7,1.61,0,
EV000820,SA04011,Din Daeng,A005,Billing explanation callback,Billing Service,2025-02-09,3.7,1.61,1,
EV000821,SA04012,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-03,4,1.9,0,
EV000822,SA04012,Din Daeng,A001,Send peak alert,Demand Response,2025-04-15,4,1.9,0,
EV000823,SA04012,Din Daeng,A003,Offer smart meter education,Customer Service,2025-06-08,4,1.9,0,5
EV000824,SA04012,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-04-23,4,1.9,1,
EV000825,SA04013,Din Daeng,A003,Offer smart meter education,Customer Service,2025-02-04,3,1.86,1,
EV000826,SA04014,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-03-06,0.2,1.05,0,
EV000827,SA04015,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-02-10,4.9,1.49,0,
EV000828,SA04015,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-03-13,4.9,1.49,0,
EV000829,SA04015,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-04-14,4.9,1.49,0,
EV000830,SA04016,Din Daeng,A003,Offer smart meter education,Customer Service,2025-05-03,1.1,1.75,0,
EV000831,SA04016,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-01-24,1.1,1.75,0,
EV000832,SA04017,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-17,1.6,1.5,0,
EV000833,SA04017,Din Daeng,A001,Send peak alert,Demand Response,2025-05-07,1.6,1.5,1,
EV000834,SA04017,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-05-13,1.6,1.5,1,
EV000835,SA04018,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-01,4.1,1.81,0,
EV000836,SA04018,Din Daeng,A003,Offer smart meter education,Customer Service,2025-06-03,4.1,1.81,0,4
EV000837,SA04018,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-19,4.1,1.81,0,
EV000838,SA04018,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-12,4.1,1.81,0,
EV000839,SA04019,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-05-25,3.4,1.23,0,
EV000840,SA04019,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-02,3.4,1.23,0,
EV000841,SA04019,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-25,3.4,1.23,0,
EV000842,SA04019,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-04-24,3.4,1.23,1,
EV000843,SA04019,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-04-26,3.4,1.23,0,3
EV000844,SA04019,Din Daeng,A001,Send peak alert,Demand Response,2025-04-27,3.4,1.23,0,4
EV000845,SA04019,Din Daeng,A001,Send peak alert,Demand Response,2025-04-25,3.4,1.23,1,
EV000846,SA04019,Din Daeng,A001,Send peak alert,Demand Response,2025-05-21,3.4,1.23,0,
EV000847,SA04020,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-21,4.3,1.42,0,
EV000848,SA04020,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-01-16,4.3,1.42,0,
EV000849,SA04020,Din Daeng,A001,Send peak alert,Demand Response,2025-05-13,4.3,1.42,0,
EV000850,SA04020,Din Daeng,A003,Offer smart meter education,Customer Service,2025-05-19,4.3,1.42,0,
EV000851,SA04020,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-17,4.3,1.42,0,
EV000852,SA04020,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-01-14,4.3,1.42,1,
EV000853,SA04021,Din Daeng,A003,Offer smart meter education,Customer Service,2025-04-17,1.7,1.35,0,
EV000854,SA04021,Din Daeng,A001,Send peak alert,Demand Response,2025-03-17,1.7,1.35,0,
EV000855,SA04021,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-09,1.7,1.35,0,4
EV000856,SA04021,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-01,1.7,1.35,1,
EV000857,SA04022,Din Daeng,A003,Offer smart meter education,Customer Service,2025-04-02,0.2,1.29,0,
EV000858,SA04022,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-30,0.2,1.29,0,
EV000859,SA04022,Din Daeng,A005,Billing explanation callback,Billing Service,2025-03-23,0.2,1.29,0,
EV000860,SA04022,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-09,0.2,1.29,0,
EV000861,SA04023,Din Daeng,A003,Offer smart meter education,Customer Service,2025-01-26,2.3,1.6,0,
EV000862,SA04023,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-01-26,2.3,1.6,0,
EV000863,SA04023,Din Daeng,A001,Send peak alert,Demand Response,2025-03-03,2.3,1.6,0,
EV000864,SA04023,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-05-28,2.3,1.6,0,4
EV000865,SA04023,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-05-28,2.3,1.6,0,
EV000866,SA04023,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-02,2.3,1.6,0,4
EV000867,SA04023,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-03-03,2.3,1.6,1,
EV000868,SA04024,Din Daeng,A003,Offer smart meter education,Customer Service,2025-01-10,3.2,1.28,0,4
EV000869,SA04024,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-05,3.2,1.28,0,
EV000870,SA04025,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-03-22,6.4,1.41,0,
EV000871,SA04026,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-17,3.5,1.1,1,
EV000872,SA04026,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-15,3.5,1.1,0,
EV000873,SA04026,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-03-15,3.5,1.1,0,
EV000874,SA04027,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-07,5.2,1.31,0,
EV000875,SA04028,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-24,3.2,1.49,0,
EV000876,SA04028,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-03-05,3.2,1.49,0,
EV000877,SA04028,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-02-19,3.2,1.49,0,4
EV000878,SA04029,Din Daeng,A005,Billing explanation callback,Billing Service,2025-02-16,1.3,1.17,0,
EV000879,SA04029,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-07,1.3,1.17,0,5
EV000880,SA04029,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-02-26,1.3,1.17,1,
EV000881,SA04029,Din Daeng,A001,Send peak alert,Demand Response,2025-02-28,1.3,1.17,0,
EV000882,SA04030,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-18,3,2.08,0,3
EV000883,SA04030,Din Daeng,A005,Billing explanation callback,Billing Service,2025-05-17,3,2.08,0,5
EV000884,SA04030,Din Daeng,A001,Send peak alert,Demand Response,2025-04-17,3,2.08,0,
EV000885,SA04030,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-02-17,3,2.08,1,
EV000886,SA04030,Din Daeng,A005,Billing explanation callback,Billing Service,2025-02-11,3,2.08,0,
EV000887,SA04031,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-07,6.5,1.68,0,
EV000888,SA04031,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-04-03,6.5,1.68,1,
EV000889,SA04031,Din Daeng,A003,Offer smart meter education,Customer Service,2025-04-04,6.5,1.68,0,4
EV000890,SA04031,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-08,6.5,1.68,1,
EV000891,SA04031,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-02-02,6.5,1.68,0,
EV000892,SA04032,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-04-05,2.1,1.11,0,
EV000893,SA04032,Din Daeng,A001,Send peak alert,Demand Response,2025-06-07,2.1,1.11,1,
EV000894,SA04032,Din Daeng,A001,Send peak alert,Demand Response,2025-03-09,2.1,1.11,0,
EV000895,SA04032,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-22,2.1,1.11,0,
EV000896,SA04033,Din Daeng,A005,Billing explanation callback,Billing Service,2025-02-03,2.7,1.36,1,
EV000897,SA04033,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-06-01,2.7,1.36,0,5
EV000898,SA04033,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-03-23,2.7,1.36,1,
EV000899,SA04034,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-09,1.6,1.58,1,
EV000900,SA04034,Din Daeng,A005,Billing explanation callback,Billing Service,2025-05-17,1.6,1.58,0,
EV000901,SA04034,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-10,1.6,1.58,0,
EV000902,SA04035,Din Daeng,A001,Send peak alert,Demand Response,2025-03-24,3.8,1.31,0,
EV000903,SA04035,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-04-04,3.8,1.31,0,
EV000904,SA04035,Din Daeng,A005,Billing explanation callback,Billing Service,2025-05-10,3.8,1.31,0,
EV000905,SA04035,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-04-03,3.8,1.31,0,
EV000906,SA04036,Din Daeng,A001,Send peak alert,Demand Response,2025-03-18,6.1,1.69,1,4
EV000907,SA04036,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-19,6.1,1.69,1,
EV000908,SA04036,Din Daeng,A005,Billing explanation callback,Billing Service,2025-05-11,6.1,1.69,1,
EV000909,SA04036,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-08,6.1,1.69,0,
EV000910,SA04036,Din Daeng,A005,Billing explanation callback,Billing Service,2025-05-16,6.1,1.69,0,
EV000911,SA04036,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-27,6.1,1.69,0,
EV000912,SA04036,Din Daeng,A003,Offer smart meter education,Customer Service,2025-01-04,6.1,1.69,0,
EV000913,SA04036,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-27,6.1,1.69,0,5
EV000914,SA04037,Din Daeng,A005,Billing explanation callback,Billing Service,2025-05-29,4.3,1.58,1,
EV000915,SA04037,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-01-04,4.3,1.58,0,
EV000916,SA04037,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-01-27,4.3,1.58,0,
EV000917,SA04038,Din Daeng,A003,Offer smart meter education,Customer Service,2025-05-29,3.4,1.46,0,
EV000918,SA04039,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-02-13,3.1,1.07,0,
EV000919,SA04039,Din Daeng,A005,Billing explanation callback,Billing Service,2025-03-30,3.1,1.07,0,
EV000920,SA04040,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-31,4.2,1.41,0,
EV000921,SA04040,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-01-22,4.2,1.41,0,
EV000922,SA04040,Din Daeng,A001,Send peak alert,Demand Response,2025-01-31,4.2,1.41,1,
EV000923,SA04040,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-04-28,4.2,1.41,1,
EV000924,SA04041,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-30,1.8,1.54,0,
EV000925,SA04041,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-25,1.8,1.54,0,
EV000926,SA04041,Din Daeng,A003,Offer smart meter education,Customer Service,2025-01-19,1.8,1.54,0,4
EV000927,SA04041,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-20,1.8,1.54,0,
EV000928,SA04042,Din Daeng,A001,Send peak alert,Demand Response,2025-03-10,5.3,1.54,1,
EV000929,SA04042,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-02-11,5.3,1.54,0,
EV000930,SA04042,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-04-12,5.3,1.54,0,
EV000931,SA04042,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-23,5.3,1.54,0,4
EV000932,SA04043,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-03-08,4,2.15,1,
EV000933,SA04043,Din Daeng,A005,Billing explanation callback,Billing Service,2025-02-08,4,2.15,0,
EV000934,SA04043,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-01-21,4,2.15,1,2
EV000935,SA04043,Din Daeng,A005,Billing explanation callback,Billing Service,2025-02-03,4,2.15,0,3
EV000936,SA04043,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-19,4,2.15,0,
EV000937,SA04044,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-19,0.9,1.27,0,
EV000938,SA04044,Din Daeng,A001,Send peak alert,Demand Response,2025-01-08,0.9,1.27,0,
EV000939,SA04044,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-02-21,0.9,1.27,0,
EV000940,SA04044,Din Daeng,A003,Offer smart meter education,Customer Service,2025-01-17,0.9,1.27,0,5
EV000941,SA04044,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-19,0.9,1.27,1,
EV000942,SA04045,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-10,2.5,1.68,0,
EV000943,SA04045,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-11,2.5,1.68,0,
EV000944,SA04045,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-02-25,2.5,1.68,1,
EV000945,SA04045,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-05-15,2.5,1.68,0,3
EV000946,SA04046,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-27,4.9,1.3,0,4
EV000947,SA04046,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-01-07,4.9,1.3,0,
EV000948,SA04046,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-01-03,4.9,1.3,0,
EV000949,SA04046,Din Daeng,A003,Offer smart meter education,Customer Service,2025-06-03,4.9,1.3,1,
EV000950,SA04047,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-01-19,4.5,1.44,0,
EV000951,SA04048,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-04-02,4.8,1.05,0,
EV000952,SA04048,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-02-27,4.8,1.05,0,3
EV000953,SA04048,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-20,4.8,1.05,0,4
EV000954,SA04048,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-31,4.8,1.05,0,4
EV000955,SA04049,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-01-24,3.1,1.75,1,
EV000956,SA04049,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-04-15,3.1,1.75,1,
EV000957,SA04049,Din Daeng,A001,Send peak alert,Demand Response,2025-04-08,3.1,1.75,0,
EV000958,SA04049,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-04-26,3.1,1.75,1,
EV000959,SA04050,Din Daeng,A005,Billing explanation callback,Billing Service,2025-06-03,0.2,1.13,0,
EV000960,SA04050,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-17,0.2,1.13,0,4
EV000961,SA04050,Din Daeng,A003,Offer smart meter education,Customer Service,2025-05-17,0.2,1.13,0,
EV000962,SA04050,Din Daeng,A001,Send peak alert,Demand Response,2025-05-16,0.2,1.13,0,
EV000963,SA04051,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-26,4.6,1.51,0,
EV000964,SA04052,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-16,6.5,1.94,1,
EV000965,SA04052,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-03-26,6.5,1.94,0,
EV000966,SA04052,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-04-17,6.5,1.94,0,
EV000967,SA04053,Din Daeng,A001,Send peak alert,Demand Response,2025-03-05,5.1,1.55,0,
EV000968,SA04053,Din Daeng,A003,Offer smart meter education,Customer Service,2025-04-18,5.1,1.55,0,5
EV000969,SA04053,Din Daeng,A005,Billing explanation callback,Billing Service,2025-04-11,5.1,1.55,0,
EV000970,SA04053,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-04,5.1,1.55,1,3
EV000971,SA04054,Din Daeng,A003,Offer smart meter education,Customer Service,2025-04-29,0.2,1.9,0,
EV000972,SA04055,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-04-28,2.5,1.08,0,
EV000973,SA04055,Din Daeng,A005,Billing explanation callback,Billing Service,2025-03-27,2.5,1.08,0,
EV000974,SA04056,Din Daeng,A003,Offer smart meter education,Customer Service,2025-05-05,0.3,1.91,0,
EV000975,SA04056,Din Daeng,A003,Offer smart meter education,Customer Service,2025-05-11,0.3,1.91,0,5
EV000976,SA04057,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-03-23,3.9,1.54,0,
EV000977,SA04057,Din Daeng,A006,Energy efficiency advisory,Efficiency Program,2025-04-15,3.9,1.54,0,
EV000978,SA04057,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-03-15,3.9,1.54,0,
EV000979,SA04057,Din Daeng,A005,Billing explanation callback,Billing Service,2025-03-02,3.9,1.54,0,
EV000980,SA04057,Din Daeng,A003,Offer smart meter education,Customer Service,2025-03-21,3.9,1.54,0,
EV000981,SA04057,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-06,3.9,1.54,0,
EV000982,SA04058,Din Daeng,A001,Send peak alert,Demand Response,2025-05-04,1.9,1.32,0,
EV000983,SA04058,Din Daeng,A003,Offer smart meter education,Customer Service,2025-05-23,1.9,1.32,0,4
EV000984,SA04058,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-02-16,1.9,1.32,0,
EV000985,SA04058,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-04-27,1.9,1.32,0,
EV000986,SA04058,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-14,1.9,1.32,0,4
EV000987,SA04059,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-03-22,3.4,1.67,0,
EV000988,SA04060,Din Daeng,A005,Billing explanation callback,Billing Service,2025-01-18,3,1.51,0,5
EV000989,SA04060,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-05-14,3,1.51,0,3
EV000990,SA04060,Din Daeng,A001,Send peak alert,Demand Response,2025-06-04,3,1.51,0,
EV000991,SA04060,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-01-28,3,1.51,1,
EV000992,SA04061,Din Daeng,A002,Schedule preventive inspection,Asset Maintenance,2025-05-11,5.2,1.85,0,4
EV000993,SA04061,Din Daeng,A004,Dispatch voltage quality check,Power Quality,2025-03-31,5.2,1.85,1,
