meter_id,district,customer_type,reading_date,kwh_current_month,kwh_previous_month,days_since_last_read,voltage_event_count_30d,estimated_read_flag,meter_age_years,anomaly_label
M001084,Thon Buri,Mixed,2025-05-06,375,654,30,0,0,4,0
M001085,Bang Khen,Residential,2025-07-12,633,502,35,1,0,13,0
M001086,Bang Kapi,Residential,2025-05-31,558,578,30,0,0,11,0
M001087,Thon Buri,Industrial,2025-06-14,9736,7869,35,1,0,1,0
M001088,Thon Buri,Industrial,2025-06-02,4055,7623,31,0,0,12,0
M001089,Khlong Toei,Commercial,2025-05-30,2308,1522,31,2,0,6,0
M001090,Bang Kho Laem,Commercial,2025-07-02,3079,3379,28,3,0,4,0
M001091,Din Daeng,Mixed,2025-05-04,427,450,29,2,0,9,0
M001092,Phaya Thai,Commercial,2025-06-03,2438,1959,23,2,0,13,0
M001093,Phaya Thai,Industrial,2025-07-29,10139,9356,29,0,0,6,0
M001094,Khlong Toei,Residential,2025-06-09,586,512,35,1,0,16,0
M001095,Thon Buri,Government,2025-07-13,1383,3987,41,1,0,8,0
M001096,Lat Phrao,Commercial,2025-05-04,2850,2042,38,2,0,9,0
M001097,Din Daeng,Commercial,2025-07-20,2238,3443,31,1,0,9,0
M001098,Phaya Thai,Mixed,2025-05-19,625,472,26,0,0,13,0
M001099,Bang Khen,Industrial,2025-05-13,8409,8290,34,0,0,5,0
M001100,Lat Phrao,Government,2025-05-06,3010,2903,22,1,0,14,0
M001101,Khlong Toei,Residential,2025-06-14,539,531,28,2,0,3,0
M001102,Bang Kho Laem,Commercial,2025-05-28,2141,2216,32,3,0,1,0
M001103,Lat Phrao,Commercial,2025-07-14,1731,2391,37,0,0,11,0
M001104,Bang Kho Laem,Mixed,2025-06-28,496,513,23,2,0,1,0
M001105,Din Daeng,Industrial,2025-07-25,8627,6848,34,2,0,8,0
M001106,Lat Phrao,Industrial,2025-06-13,5855,6347,28,1,0,4,0
M001107,Thon Buri,Mixed,2025-07-05,419,416,36,2,0,3,0
M001108,Thon Buri,Industrial,2025-06-11,8004,7072,27,3,0,1,0
M001109,Bang Khen,Commercial,2025-06-30,1535,2692,32,0,0,7,0
M001110,Lat Phrao,Mixed,2025-05-03,495,414,30,0,0,12,0
M001111,Din Daeng,Mixed,2025-06-11,606,552,34,3,0,1,0
M001112,Din Daeng,Commercial,2025-07-20,2246,2643,26,2,0,9,0
M001113,Lat Phrao,Commercial,2025-05-06,2930,2161,29,0,0,11,0
M001114,Lat Phrao,Residential,2025-07-21,679,548,24,3,0,10,0
M001115,Bang Khen,Commercial,2025-06-28,2819,2993,28,2,0,5,0
M001116,Phaya Thai,Government,2025-07-12,2861,3092,27,0,0,10,0
M001117,Bang Kapi,Residential,2025-05-27,563,561,34,4,0,6,0
M001118,Lat Phrao,Mixed,2025-07-13,546,584,34,1,0,12,0
M001119,Phaya Thai,Mixed,2025-06-07,509,527,23,0,0,9,0
M001120,Bang Khen,Residential,2025-06-19,250,346,31,2,0,5,0
M001121,Thon Buri,Residential,2025-06-15,350,364,27,2,0,4,0
M001122,Khlong Toei,Commercial,2025-06-03,1610,2166,36,3,1,10,0
M001123,Bang Kho Laem,Government,2025-07-14,3097,3279,23,0,0,7,0
M001124,Bang Kapi,Residential,2025-06-30,513,683,31,1,0,7,0
M001125,Bang Kho Laem,Commercial,2025-06-28,1646,2302,25,0,0,3,0
M001126,Thon Buri,Industrial,2025-07-06,5091,8399,34,1,0,10,0
M001127,Din Daeng,Government,2025-06-19,2852,2346,32,1,1,1,0
M001128,Bang Kho Laem,Government,2025-07-14,3386,3807,38,2,0,10,0
M001129,Lat Phrao,Residential,2025-05-02,570,422,29,2,0,10,0
M001130,Bang Kapi,Commercial,2025-06-23,2905,2275,34,0,0,11,0
M001131,Thon Buri,Mixed,2025-07-28,522,527,31,2,0,5,0
M001132,Lat Phrao,Industrial,2025-07-03,6096,9099,28,2,0,3,0
M001133,Phaya Thai,Government,2025-05-21,3961,2994,43,1,0,7,0
M001134,Bang Kho Laem,Residential,2025-05-13,662,593,38,0,0,6,0
M001135,Khlong Toei,Mixed,2025-06-11,347,643,37,3,0,8,0
M001136,Phaya Thai,Government,2025-07-28,3784,4035,32,1,1,6,0
M001137,Din Daeng,Government,2025-07-26,3124,3699,20,1,0,13,0
M001138,Bang Kapi,Government,2025-05-30,3028,3694,30,3,1,3,0
M001139,Bang Kho Laem,Government,2025-06-15,1526,1693,47,7,1,10,1
M001140,Lat Phrao,Government,2025-07-14,4130,3441,21,2,0,8,0
M001141,Bang Kapi,Commercial,2025-07-17,1997,1816,35,1,0,10,0
M001142,Bang Kapi,Residential,2025-06-25,558,589,35,3,0,14,0
M001143,Bang Kapi,Mixed,2025-07-12,678,577,29,0,0,3,0
M001144,Bang Kho Laem,Mixed,2025-06-08,340,361,23,1,0,7,0
M001145,Bang Khen,Government,2025-06-26,3053,2871,34,5,0,9,0
M001146,Bang Kho Laem,Commercial,2025-07-29,1509,2480,29,2,0,14,0
M001147,Bang Kho Laem,Commercial,2025-05-16,2130,2717,53,0,0,14,0
M001148,Phaya Thai,Government,2025-06-08,3285,2998,46,2,0,4,0
M001149,Bang Kho Laem,Residential,2025-06-24,595,672,30,1,0,1,0
M001150,Bang Khen,Mixed,2025-06-22,1537,573,52,5,0,7,1
M001151,Phaya Thai,Residential,2025-07-21,455,574,31,0,0,9,0
M001152,Phaya Thai,Commercial,2025-07-23,2757,1913,25,0,0,14,0
M001153,Thon Buri,Commercial,2025-05-04,2331,2552,38,0,0,11,0
M001154,Bang Khen,Mixed,2025-05-05,427,606,27,2,0,11,0
M001155,Thon Buri,Industrial,2025-07-03,6458,5955,26,0,0,15,0
M001156,Bang Kapi,Government,2025-07-12,2437,3095,24,1,0,8,0
M001157,Phaya Thai,Residential,2025-06-26,550,582,24,1,0,12,0
M001158,Phaya Thai,Residential,2025-07-05,1533,611,54,4,0,1,1
M001159,Thon Buri,Industrial,2025-07-15,8620,5782,32,0,0,9,0
M001160,Lat Phrao,Commercial,2025-07-24,2356,1452,20,1,0,5,0
M001161,Phaya Thai,Commercial,2025-07-23,1917,2720,30,1,0,1,0
M001162,Bang Kho Laem,Residential,2025-05-14,576,612,31,2,0,13,0
M001163,Bang Kho Laem,Mixed,2025-06-28,514,502,23,3,0,11,0
M001164,Din Daeng,Commercial,2025-05-06,1999,2380,28,3,0,18,0
M001165,Din Daeng,Residential,2025-06-23,419,543,28,2,0,8,0
M001166,Bang Kho Laem,Commercial,2025-06-09,2430,1775,37,2,0,9,0
M001167,Thon Buri,Industrial,2025-05-08,6251,6629,36,2,0,14,0
M001168,Din Daeng,Commercial,2025-07-22,2085,1855,32,0,0,18,0
M001169,Phaya Thai,Mixed,2025-07-21,581,590,30,1,0,3,0
M001170,Din Daeng,Commercial,2025-05-15,2623,1609,28,2,0,12,0
M001171,Bang Kapi,Mixed,2025-07-06,598,494,32,3,0,17,0
M001172,Din Daeng,Government,2025-05-09,2833,3127,31,2,1,14,0
M001173,Bang Khen,Industrial,2025-06-09,8312,4262,35,0,0,16,0
M001174,Khlong Toei,Government,2025-06-05,1776,3296,33,3,0,12,0
M001175,Din Daeng,Government,2025-05-14,3278,2437,25,3,0,12,0
M001176,Khlong Toei,Government,2025-05-08,2729,3754,26,2,0,1,0
M001177,Phaya Thai,Commercial,2025-05-29,2489,2204,20,1,0,9,0
M001178,Bang Kho Laem,Government,2025-06-18,3224,3241,24,1,0,8,0
M001179,Thon Buri,Industrial,2025-06-16,9930,6584,32,1,0,8,0
M001180,Phaya Thai,Residential,2025-05-01,374,448,34,0,0,19,0
M001181,Khlong Toei,Government,2025-07-01,2571,3935,30,0,0,9,0
M001182,Bang Kho Laem,Government,2025-07-01,4872,3692,36,2,0,18,0
M001183,Khlong Toei,Government,2025-05-18,3628,3299,26,3,0,12,0
M001184,Bang Kapi,Industrial,2025-07-26,8308,8361,30,0,0,12,0
M001185,Khlong Toei,Residential,2025-07-17,572,399,24,3,0,9,0
M001186,Thon Buri,Mixed,2025-07-03,500,597,30,1,0,6,0
M001187,Bang Kho Laem,Government,2025-05-07,2731,3494,37,3,0,1,0
M001188,Thon Buri,Mixed,2025-06-30,371,530,30,0,0,13,0
M001189,Bang Kapi,Government,2025-05-15,3302,2951,32,1,1,6,0
M001190,Bang Kapi,Residential,2025-05-17,672,546,29,2,0,1,0
M001191,Phaya Thai,Industrial,2025-07-01,7797,7252,21,0,0,2,0
M001192,Din Daeng,Government,2025-05-15,1710,4093,32,2,0,13,0
M001193,Phaya Thai,Residential,2025-06-25,684,485,26,0,0,7,0
M001194,Lat Phrao,Commercial,2025-07-03,1585,2440,24,2,1,1,0
M001195,Khlong Toei,Residential,2025-07-13,542,525,37,1,0,8,0
M001196,Khlong Toei,Commercial,2025-06-26,2641,1807,33,1,0,9,0
M001197,Thon Buri,Commercial,2025-05-30,2554,1843,37,0,0,12,0
M001198,Bang Khen,Government,2025-05-24,3801,3747,28,1,0,14,0
M001199,Thon Buri,Commercial,2025-05-08,1415,2407,28,1,0,4,0
M001200,Thon Buri,Industrial,2025-07-27,7579,7654,39,1,0,13,0
M001201,Phaya Thai,Industrial,2025-05-08,7662,8958,23,2,0,8,0
M001202,Bang Kapi,Mixed,2025-07-09,672,511,45,0,0,4,0
M001203,Khlong Toei,Government,2025-06-01,4502,3554,31,1,0,3,0
M001204,Bang Khen,Mixed,2025-06-05,404,592,26,0,1,4,0
M001205,Din Daeng,Government,2025-05-28,3184,2015,28,2,0,6,0
M001206,Khlong Toei,Commercial,2025-07-16,1839,1899,24,1,0,2,0
M001207,Bang Kho Laem,Commercial,2025-06-09,2953,2489,33,0,0,6,0
M001208,Lat Phrao,Industrial,2025-05-09,8213,8422,43,0,1,1,0
M001209,Din Daeng,Industrial,2025-07-04,7019,7357,31,2,0,9,0
M001210,Thon Buri,Industrial,2025-06-12,7803,6252,32,2,0,1,0
M001211,Bang Khen,Mixed,2025-05-14,394,316,33,0,0,1,0
M001212,Bang Kapi,Mixed,2025-05-05,811,435,32,2,1,10,0
M001213,Din Daeng,Residential,2025-05-17,473,480,33,0,0,4,0
M001214,Bang Khen,Government,2025-05-10,2264,3129,34,0,0,14,0
M001215,Bang Kapi,Residential,2025-07-02,471,624,35,0,0,6,0
M001216,Thon Buri,Residential,2025-06-01,207,487,60,4,0,1,1
M001217,Din Daeng,Residential,2025-05-30,492,674,36,4,0,7,0
M001218,Khlong Toei,Mixed,2025-05-09,567,275,26,2,0,9,0
M001219,Bang Kapi,Mixed,2025-06-04,687,443,20,1,0,10,0
M001220,Thon Buri,Commercial,2025-06-29,1992,1524,47,4,0,14,0
M001221,Thon Buri,Mixed,2025-07-16,689,320,36,2,0,11,0
M001222,Bang Khen,Mixed,2025-06-06,453,424,32,2,0,9,0
M001223,Bang Kho Laem,Commercial,2025-07-29,3052,2158,27,0,0,6,0
M001224,Khlong Toei,Residential,2025-07-17,597,488,39,1,0,10,0
M001225,Khlong Toei,Commercial,2025-05-09,1986,2404,20,0,0,5,0
M001226,Bang Kapi,Government,2025-07-04,2998,4198,20,2,1,12,0
M001227,Bang Khen,Residential,2025-06-05,677,559,50,2,1,1,0
M001228,Bang Kho Laem,Residential,2025-06-27,579,404,34,4,0,10,0
M001229,Phaya Thai,Government,2025-07-02,2580,3660,30,0,0,6,0
M001230,Lat Phrao,Government,2025-07-06,2087,3266,30,1,0,7,0
M001231,Din Daeng,Government,2025-06-07,9422,2579,55,2,0,13,1
M001232,Bang Kapi,Mixed,2025-07-13,751,551,36,3,0,13,0
M001233,Khlong Toei,Residential,2025-07-09,698,543,32,0,0,6,0
M001234,Bang Khen,Commercial,2025-06-17,1867,1862,45,2,0,3,0
M001235,Bang Kho Laem,Government,2025-07-24,1784,3684,23,1,0,9,0
M001236,Bang Khen,Mixed,2025-06-20,573,601,33,3,0,1,0
M001237,Phaya Thai,Residential,2025-07-16,410,454,30,3,0,11,0
M001238,Lat Phrao,Mixed,2025-06-22,481,474,41,0,0,13,0
M001239,Khlong Toei,Commercial,2025-07-03,2562,2512,24,0,0,6,0
M001240,Lat Phrao,Government,2025-06-30,3361,3796,33,5,0,16,0
M001241,Lat Phrao,Commercial,2025-07-17,1680,2591,29,0,1,1,0
M001242,Thon Buri,Commercial,2025-05-02,2388,2587,30,1,1,1,0
M001243,Lat Phrao,Industrial,2025-05-24,6312,7589,31,1,0,6,0
M001244,Phaya Thai,Commercial,2025-05-29,1471,2450,30,0,0,3,0
M001245,Phaya Thai,Mixed,2025-07-04,451,635,22,2,0,8,0
M001246,Lat Phrao,Residential,2025-07-10,684,442,24,0,0,7,0
M001247,Bang Kho Laem,Industrial,2025-05-16,6106,8277,44,2,0,16,0
M001248,Khlong Toei,Residential,2025-05-03,441,439,31,0,0,4,0
M001249,Thon Buri,Residential,2025-05-22,408,597,38,0,0,7,0
M001250,Lat Phrao,Mixed,2025-07-04,537,554,33,0,0,2,0
M001251,Thon Buri,Residential,2025-07-21,450,403,29,3,0,12,0
M001252,Bang Khen,Industrial,2025-07-17,8859,7105,30,3,0,5,0
M001253,Phaya Thai,Residential,2025-07-26,640,354,31,0,0,3,0
M001254,Bang Kho Laem,Residential,2025-05-26,328,557,35,3,0,12,0
M001255,Din Daeng,Industrial,2025-07-17,8064,4589,20,1,0,15,0
M001256,Din Daeng,Mixed,2025-07-06,599,470,28,1,0,12,0
M001257,Bang Khen,Residential,2025-07-04,525,447,39,1,0,1,0
M001258,Bang Kho Laem,Industrial,2025-05-30,20566,7406,53,6,1,15,1
M001259,Bang Kho Laem,Mixed,2025-06-04,531,342,34,2,0,4,0
M001260,Thon Buri,Residential,2025-05-13,80,470,47,5,1,1,1
M001261,Khlong Toei,Commercial,2025-05-20,2933,1910,26,2,0,6,0
M001262,Phaya Thai,Government,2025-06-20,2760,2325,33,0,1,8,0
M001263,Thon Buri,Industrial,2025-05-01,9772,5583,34,1,0,6,0
M001264,Din Daeng,Mixed,2025-06-10,462,691,31,1,0,7,0
M001265,Lat Phrao,Residential,2025-05-14,608,420,23,1,0,9,0
M001266,Din Daeng,Mixed,2025-07-13,664,528,30,1,0,9,0
M001267,Bang Kho Laem,Commercial,2025-05-27,2463,2231,31,5,0,1,0
M001268,Din Daeng,Government,2025-05-31,3358,3357,28,0,0,9,0
M001269,Lat Phrao,Mixed,2025-06-12,639,485,20,2,0,6,0
M001270,Bang Khen,Commercial,2025-07-28,1034,1965,35,2,0,1,0
M001271,Khlong Toei,Mixed,2025-05-14,417,595,32,0,0,17,0
M001272,Bang Khen,Commercial,2025-05-03,2407,1593,30,0,0,10,0
M001273,Thon Buri,Mixed,2025-06-25,542,773,35,1,0,12,0
M001274,Bang Kho Laem,Government,2025-06-27,3206,2590,34,4,0,15,0
M001275,Bang Kho Laem,Commercial,2025-07-08,1727,2006,20,2,0,10,0
M001276,Bang Kapi,Residential,2025-06-01,532,649,44,0,0,4,0
M001277,Din Daeng,Industrial,2025-07-09,8757,7205,33,4,0,3,0
M001278,Bang Kapi,Commercial,2025-05-25,2650,2173,37,2,0,2,0
M001279,Bang Kapi,Residential,2025-07-25,569,581,27,0,0,7,0
M001280,Thon Buri,Residential,2025-05-08,638,621,37,2,0,4,0
M001281,Lat Phrao,Industrial,2025-07-04,6917,8859,28,1,0,9,0
M001282,Phaya Thai,Industrial,2025-06-27,7667,8081,32,0,0,12,0
M001283,Din Daeng,Commercial,2025-07-15,2164,2640,31,3,0,11,0
M001284,Phaya Thai,Commercial,2025-07-21,2148,2049,36,1,0,7,0
M001285,Khlong Toei,Mixed,2025-06-09,458,563,32,0,1,6,0
M001286,Bang Khen,Residential,2025-07-08,441,601,39,0,1,9,0
M001287,Din Daeng,Mixed,2025-05-09,755,478,23,2,0,3,0
M001288,Din Daeng,Mixed,2025-05-08,476,506,32,0,0,9,0
M001289,Bang Kho Laem,Mixed,2025-06-26,386,499,40,0,0,7,0
M001290,Bang Kho Laem,Mixed,2025-05-16,550,490,22,3,0,1,0
M001291,Bang Khen,Industrial,2025-07-14,9320,7535,20,0,0,12,0
M001292,Khlong Toei,Government,2025-05-08,1861,3524,29,2,0,7,0
M001293,Phaya Thai,Mixed,2025-07-26,428,690,25,0,0,7,0
M001294,Thon Buri,Government,2025-05-20,3298,3336,30,2,0,17,0
M001295,Din Daeng,Industrial,2025-06-18,8692,6677,26,2,0,3,0
M001296,Khlong Toei,Industrial,2025-06-10,9736,6360,40,2,0,4,0
M001297,Bang Kapi,Government,2025-07-08,2797,2366,34,0,0,5,0
M001298,Phaya Thai,Government,2025-06-25,3526,4163,34,0,0,4,0
M001299,Din Daeng,Industrial,2025-06-14,11825,9050,38,1,0,9,0
M001300,Phaya Thai,Government,2025-07-16,2972,3103,25,4,0,14,0
M001301,Lat Phrao,Commercial,2025-07-05,742,2704,31,0,0,16,0
M001302,Phaya Thai,Mixed,2025-06-15,482,555,27,4,0,12,0
M001303,Lat Phrao,Government,2025-06-19,2258,2531,29,0,0,10,0
M001304,Phaya Thai,Commercial,2025-05-18,2691,2254,41,3,0,2,0
M001305,Khlong Toei,Commercial,2025-06-17,1914,1204,35,0,0,6,0
M001306,Khlong Toei,Residential,2025-07-07,510,566,30,2,0,12,0
M001307,Phaya Thai,Mixed,2025-05-15,402,491,27,0,0,8,0
M001308,Lat Phrao,Industrial,2025-05-08,7542,6393,26,3,0,5,0
M001309,Lat Phrao,Residential,2025-06-20,5,576,46,6,0,4,1
M001310,Phaya Thai,Industrial,2025-06-03,8473,7503,30,2,0,1,0
M001311,Din Daeng,Residential,2025-06-23,582,651,24,2,0,9,0
M001312,Bang Kapi,Commercial,2025-05-12,6691,1814,59,5,0,13,1
M001313,Bang Khen,Government,2025-05-10,3050,2993,26,0,0,7,0
M001314,Lat Phrao,Residential,2025-07-21,716,676,32,2,0,14,0
M001315,Thon Buri,Industrial,2025-07-12,8198,7743,37,2,0,6,0
M001316,Bang Kapi,Commercial,2025-07-17,2957,1367,30,0,0,21,0
M001317,Thon Buri,Commercial,2025-05-23,1999,2570,29,1,0,1,0
M001318,Din Daeng,Residential,2025-06-15,576,617,29,2,0,15,0
M001319,Bang Kho Laem,Mixed,2025-05-19,385,535,38,1,0,17,0
M001320,Bang Kho Laem,Commercial,2025-06-24,1732,1674,36,0,0,17,0
M001321,Bang Kho Laem,Commercial,2025-05-08,2014,1990,30,1,0,8,0
M001322,Bang Khen,Government,2025-06-18,1623,3493,20,1,0,3,0
M001323,Bang Kho Laem,Mixed,2025-06-26,491,571,55,0,0,8,0
M001324,Bang Kapi,Commercial,2025-07-29,1659,1699,28,2,0,8,0
M001325,Bang Kapi,Mixed,2025-05-21,533,442,26,1,0,11,0
M001326,Bang Khen,Residential,2025-06-17,281,452,23,1,0,7,0
M001327,Khlong Toei,Commercial,2025-07-15,3311,1877,30,1,0,9,0
M001328,Din Daeng,Commercial,2025-07-22,2772,2696,27,0,0,5,0
M001329,Din Daeng,Residential,2025-06-07,683,550,37,1,0,1,0
M001330,Khlong Toei,Commercial,2025-05-26,2025,1730,30,0,0,15,0
M001331,Thon Buri,Residential,2025-07-24,531,505,20,2,0,1,0
M001332,Bang Kapi,Mixed,2025-07-25,567,479,42,3,0,8,0
M001333,Din Daeng,Government,2025-05-03,2970,2669,27,0,1,8,0
M001334,Bang Kho Laem,Mixed,2025-06-20,328,519,33,0,0,22,0
M001335,Bang Kapi,Residential,2025-07-05,673,529,36,1,0,1,0
M001336,Thon Buri,Residential,2025-07-27,413,625,24,2,0,7,0
M001337,Phaya Thai,Industrial,2025-05-24,9722,7774,30,3,0,8,0
M001338,Bang Khen,Mixed,2025-06-18,449,397,27,1,0,6,0
M001339,Khlong Toei,Industrial,2025-07-23,2923,7694,51,4,0,15,1
M001340,Bang Kho Laem,Mixed,2025-05-08,492,426,38,0,0,13,0
M001341,Khlong Toei,Residential,2025-07-24,504,413,31,0,0,5,0
M001342,Khlong Toei,Mixed,2025-06-11,350,565,36,3,0,9,0
M001343,Din Daeng,Industrial,2025-07-25,7444,8744,38,5,0,19,0
M001344,Phaya Thai,Government,2025-05-12,2929,2976,25,3,0,8,0
M001345,Lat Phrao,Industrial,2025-05-12,6332,6207,31,3,0,9,0
M001346,Lat Phrao,Commercial,2025-05-24,2440,2104,38,2,0,4,0
M001347,Din Daeng,Mixed,2025-06-02,558,631,25,1,0,6,0
M001348,Bang Kho Laem,Mixed,2025-05-24,281,481,41,0,0,17,0
M001349,Lat Phrao,Commercial,2025-05-22,2854,2425,38,0,0,1,0
M001350,Lat Phrao,Industrial,2025-06-07,6580,8900,26,1,0,7,0
M001351,Lat Phrao,Residential,2025-05-11,175,643,31,2,0,6,0
M001352,Lat Phrao,Residential,2025-05-04,686,359,27,1,0,5,0
M001353,Bang Kho Laem,Commercial,2025-07-10,2448,1965,31,3,0,8,0
M001354,Bang Kapi,Government,2025-06-16,3641,3433,31,1,0,1,0
M001355,Lat Phrao,Mixed,2025-06-11,37,410,41,4,0,8,1
M001356,Phaya Thai,Mixed,2025-07-06,692,557,30,0,0,1,0
M001357,Bang Khen,Commercial,2025-05-03,3030,2304,30,2,0,6,0
M001358,Thon Buri,Industrial,2025-06-20,8669,6519,24,4,0,9,0
M001359,Bang Kho Laem,Government,2025-06-19,4576,3708,30,0,0,1,0
M001360,Bang Kapi,Commercial,2025-07-04,2595,2350,26,0,0,8,0
M001361,Bang Kho Laem,Residential,2025-06-11,448,494,35,0,0,8,0
M001362,Bang Kapi,Mixed,2025-06-05,571,446,30,0,0,8,0
M001363,Bang Kapi,Residential,2025-05-17,396,572,40,2,0,12,0
M001364,Lat Phrao,Mixed,2025-07-10,673,629,29,3,0,15,0
M001365,Bang Kapi,Mixed,2025-05-07,715,658,32,2,0,4,0
M001366,Lat Phrao,Industrial,2025-06-22,8124,7980,33,0,0,3,0
M001367,Thon Buri,Commercial,2025-07-24,1437,1998,28,1,0,7,0
M001368,Bang Kho Laem,Mixed,2025-06-23,566,652,30,0,0,4,0
M001369,Lat Phrao,Mixed,2025-05-25,512,387,31,1,0,1,0
M001370,Bang Kho Laem,Commercial,2025-07-19,3004,2490,31,1,0,11,0
M001371,Din Daeng,Government,2025-06-25,3111,3751,28,3,0,2,0
M001372,Bang Khen,Residential,2025-07-08,601,397,32,0,0,1,0
M001373,Bang Kapi,Residential,2025-06-17,440,545,29,0,0,8,0
M001374,Bang Kapi,Mixed,2025-06-07,623,443,31,0,0,8,0
M001375,Thon Buri,Mixed,2025-06-27,91,455,59,2,0,7,1
M001376,Phaya Thai,Residential,2025-05-09,507,541,24,0,0,8,0
M001377,Khlong Toei,Residential,2025-05-29,557,558,31,1,0,1,0
M001378,Khlong Toei,Residential,2025-05-22,427,313,35,0,0,10,0
M001379,Bang Kapi,Government,2025-05-15,4565,2615,22,2,0,1,0
M001380,Bang Kho Laem,Industrial,2025-06-20,6190,5708,34,2,0,6,0
M001381,Khlong Toei,Residential,2025-06-25,506,713,25,0,0,6,0
M001382,Din Daeng,Mixed,2025-05-27,353,574,26,2,0,10,0
M001383,Lat Phrao,Commercial,2025-06-28,1633,1183,20,0,0,10,0
M001384,Din Daeng,Residential,2025-07-06,546,678,37,1,0,13,0
M001385,Lat Phrao,Industrial,2025-05-04,4601,7578,27,1,0,11,0
M001386,Bang Khen,Mixed,2025-07-13,719,620,30,0,0,8,0
M001387,Khlong Toei,Residential,2025-06-10,461,513,36,3,0,5,0
M001388,Khlong Toei,Industrial,2025-06-06,7893,7270,36,0,0,9,0
M001389,Lat Phrao,Government,2025-06-06,2988,3506,32,0,0,1,0
M001390,Khlong Toei,Government,2025-07-05,3405,3883,23,0,0,5,0
M001391,Thon Buri,Commercial,2025-05-06,2000,1993,34,1,0,14,0
M001392,Khlong Toei,Residential,2025-06-03,569,391,40,3,0,1,0
M001393,Khlong Toei,Mixed,2025-05-28,643,542,20,3,1,11,0
M001394,Bang Kapi,Commercial,2025-05-12,2554,1808,30,0,0,11,0
M001395,Khlong Toei,Industrial,2025-05-02,9183,7882,28,2,1,13,0
M001396,Thon Buri,Mixed,2025-06-08,289,667,20,2,0,3,0
M001397,Bang Kapi,Mixed,2025-06-30,662,540,31,3,0,5,0
M001398,Thon Buri,Government,2025-05-21,2916,3424,37,0,0,11,0
M001399,Thon Buri,Commercial,2025-05-05,2084,2157,23,6,0,14,0
M001400,Phaya Thai,Industrial,2025-06-28,4317,7645,31,1,0,11,0
M001401,Thon Buri,Commercial,2025-06-27,1263,2770,29,0,0,18,0
M001402,Bang Khen,Industrial,2025-07-17,7527,6262,26,0,0,13,0
M001403,Phaya Thai,Commercial,2025-07-11,2219,1701,25,1,0,14,0
M001404,Lat Phrao,Commercial,2025-05-14,1725,1798,29,3,0,10,0
M001405,Bang Khen,Industrial,2025-05-09,9633,7394,35,2,0,7,0
M001406,Phaya Thai,Industrial,2025-06-08,8802,8314,20,0,0,2,0
M001407,Phaya Thai,Commercial,2025-07-11,1095,1339,35,2,0,14,0
M001408,Din Daeng,Industrial,2025-07-01,8940,9464,35,0,0,8,0
M001409,Bang Kapi,Government,2025-07-19,2644,2655,32,0,0,1,0
M001410,Thon Buri,Residential,2025-05-06,325,436,30,2,0,7,0
M001411,Bang Kho Laem,Mixed,2025-06-27,476,507,25,0,1,3,0
M001412,Bang Kapi,Industrial,2025-06-25,7483,7698,38,2,0,15,0
M001413,Bang Kapi,Mixed,2025-06-21,625,506,23,0,0,12,0
M001414,Phaya Thai,Government,2025-06-11,4069,2989,41,2,0,7,0
M001415,Khlong Toei,Government,2025-06-16,3066,2278,28,0,0,8,0
M001416,Phaya Thai,Mixed,2025-05-22,572,575,38,0,0,7,0
M001417,Khlong Toei,Mixed,2025-05-11,676,513,36,2,0,1,0
M001418,Bang Kapi,Mixed,2025-07-05,436,533,32,0,0,5,0
M001419,Phaya Thai,Government,2025-06-13,2979,3192,44,1,0,6,0
M001420,Din Daeng,Industrial,2025-06-07,7241,8302,30,2,0,10,0
M001421,Bang Kapi,Commercial,2025-05-05,2411,1938,31,1,0,5,0
M001422,Thon Buri,Residential,2025-05-05,653,498,33,0,0,4,0
M001423,Phaya Thai,Government,2025-05-25,3793,3984,39,0,0,10,0
M001424,Bang Khen,Government,2025-07-29,9473,3712,46,9,0,15,1
M001425,Phaya Thai,Government,2025-07-16,3836,2155,33,2,1,13,0
M001426,Thon Buri,Industrial,2025-06-03,10148,5310,42,1,0,8,0
M001427,Bang Khen,Government,2025-07-22,3158,3431,35,0,1,13,0
M001428,Lat Phrao,Industrial,2025-05-25,8727,7227,30,1,0,12,0
M001429,Bang Kapi,Commercial,2025-05-12,1927,2124,36,4,0,9,0
M001430,Lat Phrao,Mixed,2025-06-26,550,578,23,1,0,11,0
M001431,Phaya Thai,Commercial,2025-07-16,1596,2008,26,1,0,8,0
M001432,Lat Phrao,Government,2025-06-16,2909,4127,35,0,0,18,0
M001433,Khlong Toei,Government,2025-05-17,2565,4721,33,1,0,10,0
M001434,Bang Khen,Mixed,2025-07-21,704,542,27,3,0,5,0
M001435,Lat Phrao,Industrial,2025-05-15,8132,7630,34,0,0,1,0
M001436,Bang Khen,Residential,2025-06-30,456,518,29,1,0,8,0
M001437,Thon Buri,Commercial,2025-07-21,2231,1929,40,1,0,7,0
M001438,Thon Buri,Government,2025-07-02,2776,2940,25,2,0,7,0
M001439,Bang Kapi,Mixed,2025-07-17,667,436,33,1,0,8,0
M001440,Thon Buri,Industrial,2025-07-19,6659,6099,32,0,0,5,0
M001441,Phaya Thai,Residential,2025-07-19,498,593,40,3,0,1,0
M001442,Lat Phrao,Residential,2025-06-04,530,592,23,1,0,1,0
M001443,Din Daeng,Government,2025-05-16,3252,3384,28,0,0,5,0
M001444,Phaya Thai,Mixed,2025-06-15,435,570,24,0,0,12,0
